transaction_id,order_id,customer_id,payment_method,payment_status,amount,currency,transaction_timestamp,processor_response_code,gateway_fee,merchant_id,billing_country,risk_score
txn_000039,ord_814632,cust_62428,bank_transfer,pending,1554.96,USD,2026-04-18 08:12:44,51,6.91,merch_9879,AR,96
txn_000040,ord_279794,cust_96079,paypal,failed,1255.72,USD,2026-04-14 17:34:42,85,5.88,merch_2903,ER,95
txn_000041,ord_427533,cust_36355,paypal,pending,1111.08,USD,2026-04-08 10:25:14,61,3.14,merch_5498,RU,12
txn_000042,ord_860924,cust_23148,paypal,failed,1884.97,USD,2026-03-31 10:47:47,00,5.42,merch_5346,SV,42
txn_000043,ord_358115,cust_76225,google_pay,refunded,1909.37,USD,2026-04-22 08:25:10,00,7.17,merch_9453,ST,15
txn_000044,ord_450573,cust_91338,bank_transfer,completed,589.71,USD,2026-04-21 04:39:32,05,2.47,merch_1209,MG,14
txn_000045,ord_198480,cust_85703,google_pay,failed,1828.63,USD,2026-04-02 17:21:31,00,6.58,merch_2701,ST,50
txn_000046,ord_196639,cust_64453,bank_transfer,refunded,387.18,USD,2026-04-09 07:23:10,85,1.77,merch_8959,ST,31
txn_000047,ord_557472,cust_97491,apple_pay,completed,1762.76,USD,2026-03-30 22:44:20,85,5.23,merch_1716,RU,33
txn_000048,ord_124822,cust_69065,paypal,pending,377.44,USD,2026-04-01 08:39:36,00,1.0,merch_9768,MG,69
txn_000049,ord_602414,cust_20883,debit_card,failed,1175.97,USD,2026-04-02 10:42:28,00,4.13,merch_9382,LT,40
txn_000050,ord_877414,cust_49697,google_pay,pending,1823.58,USD,2026-04-05 03:39:07,05,5.68,merch_9639,SV,78
txn_000051,ord_920623,cust_64005,apple_pay,failed,1155.17,USD,2026-04-14 16:50:22,51,4.1,merch_4698,ST,11
txn_000052,ord_945581,cust_25430,debit_card,refunded,168.68,USD,2026-04-15 06:00:45,61,0.47,merch_5884,RU,26
txn_000053,ord_922254,cust_65647,apple_pay,completed,1503.89,USD,2026-03-29 04:16:12,14,5.15,merch_3215,ST,92
txn_000054,ord_684939,cust_47016,debit_card,failed,123.82,USD,2026-04-06 04:42:41,85,0.27,merch_2807,BB,49
txn_000055,ord_501387,cust_60067,paypal,failed,1949.13,USD,2026-04-23 13:57:28,00,9.52,merch_7260,ER,94
txn_000056,ord_885657,cust_68041,bank_transfer,pending,487.23,USD,2026-03-31 23:34:46,61,1.1,merch_5449,AR,52
txn_000057,ord_998967,cust_15193,bank_transfer,pending,1219.27,USD,2026-03-31 04:03:16,51,4.2,merch_5296,AR,63
txn_000058,ord_794968,cust_98299,debit_card,completed,1854.97,USD,2026-04-02 08:28:19,05,4.96,merch_6622,SV,78
txn_000059,ord_101002,cust_64682,google_pay,completed,499.57,USD,2026-03-27 14:34:50,14,2.19,merch_2363,AR,98
txn_000060,ord_698645,cust_55584,google_pay,completed,1853.6,USD,2026-03-27 04:51:54,05,4.84,merch_4368,ST,18
txn_000061,ord_321612,cust_50230,bank_transfer,pending,1327.34,USD,2026-04-19 17:30:51,85,4.49,merch_6744,BB,57
txn_000062,ord_197353,cust_85410,paypal,completed,768.83,USD,2026-04-07 04:37:39,14,2.0,merch_5351,FI,39
txn_000063,ord_216514,cust_38819,paypal,failed,327.24,USD,2026-03-31 03:30:29,05,0.89,merch_8584,BB,66
txn_000064,ord_921166,cust_37094,google_pay,completed,512.37,USD,2026-04-06 09:24:06,85,1.2,merch_7593,CR,49
txn_000065,ord_247371,cust_12955,apple_pay,failed,1287.88,USD,2026-04-12 22:53:26,51,3.05,merch_9083,LT,92
txn_000066,ord_510664,cust_25617,google_pay,refunded,522.17,USD,2026-03-26 15:57:24,51,1.37,merch_2854,UG,73
txn_000067,ord_100458,cust_33562,bank_transfer,pending,740.19,USD,2026-03-31 03:18:42,05,3.02,merch_6508,ST,34
txn_000068,ord_906463,cust_78792,apple_pay,refunded,1565.39,USD,2026-04-14 10:12:56,61,3.29,merch_2215,CR,81
txn_000069,ord_662954,cust_43793,paypal,pending,621.62,USD,2026-04-15 10:15:22,61,2.62,merch_7724,ST,25
txn_000070,ord_197565,cust_18848,bank_transfer,failed,1697.76,USD,2026-04-17 00:03:56,00,7.55,merch_3995,FI,80
txn_000071,ord_839217,cust_55846,paypal,refunded,1204.43,USD,2026-04-10 05:24:28,51,5.56,merch_9537,ER,15
txn_000072,ord_457508,cust_44219,apple_pay,failed,1856.8,USD,2026-04-13 10:22:55,14,4.51,merch_5971,FI,95
txn_000073,ord_909509,cust_34539,apple_pay,completed,1236.28,USD,2026-04-21 17:48:24,14,4.76,merch_6392,BB,59
txn_000074,ord_969586,cust_65831,apple_pay,failed,1599.14,USD,2026-04-20 06:57:49,51,5.62,merch_1884,ST,92
txn_000075,ord_749631,cust_70165,apple_pay,completed,504.53,USD,2026-04-20 07:01:38,14,2.5,merch_5519,SV,95
txn_000076,ord_594220,cust_51621,google_pay,failed,476.93,USD,2026-03-26 20:25:57,05,1.15,merch_3787,FI,18
txn_000077,ord_545153,cust_38729,apple_pay,failed,1624.61,USD,2026-04-20 04:19:18,85,5.82,merch_3612,BB,65
txn_000078,ord_862162,cust_84239,apple_pay,completed,45.89,USD,2026-04-15 10:03:27,85,0.15,merch_4241,ST,69
txn_000079,ord_275677,cust_46611,bank_transfer,completed,590.74,USD,2026-04-04 23:02:19,14,1.83,merch_4898,CR,66
txn_000080,ord_439620,cust_89141,google_pay,pending,69.34,USD,2026-04-09 12:35:42,00,0.25,merch_6694,FI,71
txn_000081,ord_251686,cust_66669,debit_card,failed,1508.56,USD,2026-04-09 07:01:54,85,3.68,merch_7325,GN,65
txn_000082,ord_497150,cust_79840,paypal,pending,700.84,USD,2026-04-02 00:48:29,00,3.46,merch_1691,CR,99
txn_000083,ord_596652,cust_21008,debit_card,pending,1077.41,USD,2026-04-15 09:37:21,51,4.49,merch_7803,AR,71
txn_000084,ord_101983,cust_44248,debit_card,refunded,319.68,USD,2026-04-07 11:28:57,05,0.75,merch_6438,GN,60
txn_000085,ord_416172,cust_59319,paypal,refunded,1135.19,USD,2026-04-19 17:09:44,14,3.96,merch_1571,ER,88
txn_000086,ord_831814,cust_37998,apple_pay,pending,1779.67,USD,2026-04-04 03:14:14,51,6.17,merch_7169,AR,67
txn_000087,ord_625610,cust_74475,apple_pay,failed,475.52,USD,2026-04-11 13:09:35,14,2.11,merch_2325,AR,19
txn_000088,ord_748246,cust_29859,google_pay,pending,1860.43,USD,2026-04-22 04:46:07,05,5.65,merch_4629,RU,30
txn_000089,ord_424389,cust_57845,google_pay,failed,1618.84,USD,2026-03-28 02:15:45,61,5.71,merch_1164,AR,97
txn_000090,ord_469121,cust_14254,apple_pay,completed,289.25,USD,2026-03-26 19:13:48,85,1.44,merch_7609,CR,64
txn_000091,ord_132670,cust_27344,debit_card,failed,1173.3,USD,2026-04-07 11:24:55,61,4.33,merch_6395,UG,55
txn_000092,ord_362648,cust_80351,google_pay,refunded,1987.56,USD,2026-04-01 10:01:59,85,8.99,merch_8226,CR,86
txn_000093,ord_194663,cust_39506,apple_pay,failed,796.76,USD,2026-04-18 15:20:01,05,3.26,merch_6791,UG,28
txn_000094,ord_671821,cust_78307,paypal,failed,85.82,USD,2026-04-05 18:47:49,14,0.35,merch_1736,DZ,76
txn_000095,ord_575280,cust_54724,debit_card,pending,286.07,USD,2026-03-29 03:25:12,14,1.35,merch_1147,SV,14
txn_000096,ord_360622,cust_18843,apple_pay,completed,1502.59,USD,2026-03-28 11:58:03,85,4.54,merch_7233,ER,55
txn_000097,ord_947783,cust_22297,debit_card,refunded,1181.27,USD,2026-04-20 12:10:06,85,3.63,merch_7114,LT,87
txn_000098,ord_578395,cust_23513,apple_pay,refunded,1318.78,USD,2026-04-09 08:17:11,61,6.41,merch_9192,BB,46
txn_000099,ord_576541,cust_21831,debit_card,pending,290.62,USD,2026-03-28 16:34:39,85,1.21,merch_1218,SV,99
txn_000100,ord_511468,cust_93995,google_pay,pending,138.08,USD,2026-04-22 01:32:29,51,0.3,merch_3959,LT,56
txn_000101,ord_949507,cust_59523,google_pay,failed,1495.39,USD,2026-04-11 00:58:16,85,3.27,merch_3730,CR,59
txn_000102,ord_179290,cust_39043,bank_transfer,completed,1980.14,USD,2026-04-19 01:58:09,00,7.0,merch_5775,LT,29
txn_000103,ord_373313,cust_33575,paypal,failed,454.02,USD,2026-04-01 20:38:55,00,1.99,merch_8229,ER,75
txn_000104,ord_632149,cust_41274,bank_transfer,completed,1704.15,USD,2026-04-18 00:07:41,05,7.69,merch_3708,ER,86
txn_000105,ord_613856,cust_82119,apple_pay,failed,1788.89,USD,2026-04-25 01:14:36,14,5.1,merch_1448,ER,72
txn_000106,ord_983407,cust_18171,bank_transfer,pending,1202.19,USD,2026-04-06 02:03:13,05,4.52,merch_6696,BB,19
txn_000107,ord_849830,cust_96815,google_pay,completed,1209.22,USD,2026-04-13 10:37:38,51,5.88,merch_8869,FI,92
txn_000108,ord_912866,cust_91016,paypal,pending,1973.27,USD,2026-04-10 23:02:16,00,5.54,merch_4662,MG,41
txn_000109,ord_101408,cust_11066,debit_card,failed,130.13,USD,2026-04-20 07:08:36,05,0.62,merch_5621,AR,73
txn_000110,ord_468779,cust_26225,apple_pay,failed,811.73,USD,2026-03-28 06:19:13,05,2.63,merch_2013,CR,23
txn_000111,ord_781407,cust_45961,debit_card,completed,1780.77,USD,2026-04-19 09:19:59,61,8.43,merch_7199,AR,49
txn_000112,ord_407905,cust_34128,debit_card,refunded,1520.05,USD,2026-04-22 11:44:15,00,7.38,merch_6137,AR,30
txn_000113,ord_146443,cust_86305,paypal,completed,1806.04,USD,2026-04-18 14:38:18,00,5.94,merch_7316,ST,32
txn_000114,ord_497015,cust_98982,google_pay,pending,936.24,USD,2026-04-17 05:21:51,51,4.41,merch_8910,ST,38
txn_000115,ord_992793,cust_60960,bank_transfer,refunded,1036.94,USD,2026-04-23 03:58:24,00,5.06,merch_5629,AR,91
txn_000116,ord_129304,cust_25035,paypal,refunded,1872.33,USD,2026-04-07 08:29:20,61,6.85,merch_2640,DZ,99
txn_000117,ord_515546,cust_67318,bank_transfer,completed,1665.41,USD,2026-04-11 17:31:15,85,4.36,merch_6729,CR,17
txn_000118,ord_241550,cust_36072,google_pay,refunded,487.9,USD,2026-04-10 04:05:10,85,2.09,merch_4876,GN,53
txn_000119,ord_614285,cust_94259,apple_pay,completed,494.62,USD,2026-04-10 17:13:02,14,1.25,merch_4333,BB,97
txn_000120,ord_219775,cust_48164,bank_transfer,refunded,508.58,USD,2026-04-16 16:47:56,85,2.01,merch_2848,ST,76
txn_000121,ord_674760,cust_43756,apple_pay,completed,1013.02,USD,2026-04-07 05:02:13,61,2.09,merch_5361,SV,16
txn_000122,ord_464753,cust_35570,apple_pay,failed,1295.55,USD,2026-04-06 12:31:24,05,6.07,merch_9993,GN,38
txn_000123,ord_555451,cust_54499,bank_transfer,refunded,727.66,USD,2026-04-08 15:32:00,61,2.32,merch_6739,RU,50
txn_000124,ord_176014,cust_25066,google_pay,pending,1635.93,USD,2026-04-10 09:05:54,85,4.6,merch_4980,RU,62
txn_000125,ord_613073,cust_56334,debit_card,pending,908.11,USD,2026-04-20 11:46:47,00,4.54,merch_5740,ST,56
txn_000126,ord_576853,cust_56829,bank_transfer,failed,990.22,USD,2026-04-06 22:40:40,00,3.31,merch_8295,FI,11
txn_000127,ord_829164,cust_54209,google_pay,failed,80.23,USD,2026-04-18 08:06:28,51,0.38,merch_6827,UG,91
txn_000128,ord_384713,cust_77474,google_pay,refunded,142.46,USD,2026-04-15 14:29:52,05,0.7,merch_8625,GN,48
txn_000129,ord_500618,cust_97973,bank_transfer,refunded,235.93,USD,2026-04-16 10:41:42,05,0.62,merch_4622,UG,76
txn_000130,ord_643866,cust_44087,apple_pay,completed,20.26,USD,2026-04-03 08:39:28,85,0.09,merch_3524,RU,79
txn_000131,ord_118645,cust_17445,debit_card,pending,347.75,USD,2026-04-20 06:03:18,85,1.22,merch_1035,AR,24
txn_000132,ord_286431,cust_66103,debit_card,refunded,127.74,USD,2026-04-15 16:14:33,85,0.26,merch_3582,CR,41
txn_000133,ord_160559,cust_33750,debit_card,completed,1987.8,USD,2026-04-21 10:35:15,61,6.11,merch_8785,ST,23
txn_000134,ord_512451,cust_81523,google_pay,completed,279.51,USD,2026-04-18 03:54:00,85,0.89,merch_4905,CR,11
txn_000135,ord_730183,cust_33577,bank_transfer,pending,1668.27,USD,2026-04-10 15:03:02,05,3.67,merch_8961,UG,47
txn_000136,ord_387463,cust_60537,bank_transfer,completed,1107.71,USD,2026-04-19 12:08:27,51,4.78,merch_5026,CR,34
txn_000137,ord_952151,cust_55842,debit_card,pending,545.52,USD,2026-03-28 09:05:32,85,2.03,merch_7064,LT,78
txn_000138,ord_619090,cust_22854,bank_transfer,pending,905.37,USD,2026-04-22 21:41:18,05,4.12,merch_6167,CR,94
txn_000139,ord_853980,cust_36097,paypal,pending,184.98,USD,2026-04-07 19:36:31,05,0.89,merch_2149,CR,49
txn_000140,ord_607128,cust_69125,bank_transfer,completed,387.96,USD,2026-04-18 09:04:50,05,0.9,merch_5042,DZ,59
txn_000141,ord_185579,cust_86904,debit_card,failed,1399.4,USD,2026-03-28 17:21:17,51,6.44,merch_4927,ST,20
txn_000142,ord_288142,cust_16265,debit_card,refunded,1194.71,USD,2026-04-05 17:58:26,85,4.77,merch_1634,BB,82
txn_000143,ord_515514,cust_28980,google_pay,completed,1982.51,USD,2026-04-01 17:40:13,05,7.83,merch_1857,GN,18
txn_000144,ord_340269,cust_86036,bank_transfer,refunded,1361.86,USD,2026-04-25 00:24:50,14,3.69,merch_7241,BB,49
txn_000145,ord_631880,cust_40331,google_pay,pending,397.67,USD,2026-04-05 06:29:41,61,1.71,merch_9078,FI,63
txn_000146,ord_814298,cust_96566,google_pay,pending,1195.12,USD,2026-03-29 17:16:38,85,4.53,merch_8870,AR,18
txn_000147,ord_276373,cust_10311,paypal,completed,778.73,USD,2026-04-19 02:07:15,51,2.14,merch_8599,DZ,13
txn_000148,ord_349863,cust_12849,debit_card,pending,1161.17,USD,2026-04-18 10:06:35,85,2.56,merch_6128,BB,70
txn_000149,ord_176584,cust_72617,paypal,refunded,312.27,USD,2026-04-23 21:47:47,51,0.71,merch_1339,RU,34
txn_000150,ord_178048,cust_95761,debit_card,pending,1262.42,USD,2026-04-09 19:48:07,05,5.38,merch_4004,DZ,64
txn_000151,ord_921301,cust_17937,paypal,refunded,1375.95,USD,2026-03-27 19:07:58,61,6.8,merch_4368,CR,60
txn_000152,ord_965357,cust_87413,apple_pay,completed,504.59,USD,2026-04-17 10:54:00,51,1.47,merch_6832,SV,37
txn_000153,ord_132083,cust_33302,paypal,failed,1018.72,USD,2026-04-24 00:20:46,51,4.48,merch_8682,BB,60
txn_000154,ord_535687,cust_32109,bank_transfer,pending,1994.7,USD,2026-04-12 03:40:03,05,5.58,merch_4629,ST,42
txn_000155,ord_870059,cust_34022,bank_transfer,pending,1757.97,USD,2026-04-03 11:07:43,14,5.19,merch_5826,FI,91
txn_000156,ord_163448,cust_50594,google_pay,failed,245.41,USD,2026-03-27 20:16:10,05,0.56,merch_7395,AR,50
txn_000157,ord_487862,cust_66099,debit_card,refunded,250.01,USD,2026-04-16 04:15:04,00,0.63,merch_5964,MG,78
txn_000158,ord_444301,cust_79959,debit_card,pending,1059.49,USD,2026-04-11 03:14:41,85,5.0,merch_7431,UG,91
txn_000159,ord_274669,cust_74628,bank_transfer,failed,198.67,USD,2026-04-09 18:18:12,05,0.53,merch_9310,GN,47
txn_000160,ord_142528,cust_50774,google_pay,completed,1474.38,USD,2026-04-05 13:56:59,05,3.39,merch_2008,SV,22
txn_000161,ord_526036,cust_30879,google_pay,completed,1545.5,USD,2026-04-07 18:55:45,05,4.18,merch_4420,SV,38
txn_000162,ord_384643,cust_26540,google_pay,completed,1765.69,USD,2026-04-13 21:47:05,85,7.42,merch_2147,RU,83
txn_000163,ord_772186,cust_25902,debit_card,refunded,214.72,USD,2026-04-07 11:57:39,85,0.51,merch_5067,CR,33
txn_000164,ord_633452,cust_88027,paypal,failed,84.38,USD,2026-04-19 10:20:54,61,0.35,merch_4670,DZ,28
txn_000165,ord_307207,cust_23999,debit_card,failed,1573.73,USD,2026-04-03 01:36:02,51,4.54,merch_5823,RU,43
txn_000166,ord_823294,cust_23357,apple_pay,pending,1874.73,USD,2026-04-07 05:49:39,00,4.79,merch_7010,DZ,57
txn_000167,ord_298357,cust_82791,bank_transfer,refunded,1582.08,USD,2026-04-12 23:03:04,61,4.77,merch_8822,SV,33
txn_000168,ord_624815,cust_75883,paypal,completed,1143.66,USD,2026-04-25 13:00:10,85,3.43,merch_6570,GN,20
txn_000169,ord_712596,cust_73127,bank_transfer,pending,1891.33,USD,2026-04-08 01:00:38,00,8.34,merch_9888,ST,54
txn_000170,ord_484968,cust_88994,debit_card,failed,297.71,USD,2026-03-28 17:09:54,05,0.65,merch_8830,SV,18
txn_000171,ord_931179,cust_87147,apple_pay,failed,999.13,USD,2026-04-15 18:37:35,85,2.17,merch_6057,BB,57
txn_000172,ord_908125,cust_32141,google_pay,pending,1186.61,USD,2026-04-01 23:34:32,00,4.9,merch_1054,ER,89
txn_000173,ord_602687,cust_82218,debit_card,failed,113.4,USD,2026-03-31 15:04:58,61,0.25,merch_1140,BB,65
txn_000174,ord_543140,cust_18475,paypal,pending,1535.39,USD,2026-04-02 04:51:41,85,6.99,merch_1080,DZ,61
txn_000175,ord_977533,cust_13375,paypal,completed,1951.96,USD,2026-04-11 13:32:50,85,4.74,merch_7644,FI,26
txn_000176,ord_313797,cust_70929,debit_card,failed,593.27,USD,2026-04-06 23:13:31,00,1.25,merch_9812,SV,21
txn_000177,ord_791670,cust_59631,apple_pay,pending,80.49,USD,2026-04-12 13:21:35,14,0.32,merch_4291,CR,15
txn_000178,ord_142115,cust_41629,debit_card,failed,1988.39,USD,2026-03-30 04:03:46,14,6.53,merch_3421,FI,72
txn_000179,ord_403269,cust_76647,paypal,completed,519.71,USD,2026-04-04 20:46:05,00,2.5,merch_9831,RU,26
txn_000180,ord_423694,cust_75903,paypal,completed,724.32,USD,2026-04-12 19:54:58,14,2.86,merch_3264,CR,37
txn_000181,ord_305868,cust_34068,paypal,refunded,1049.67,USD,2026-04-07 01:23:43,51,3.73,merch_3121,AR,88
txn_000182,ord_520081,cust_43658,paypal,failed,1715.39,USD,2026-04-24 06:41:39,61,4.02,merch_8544,CR,37
txn_000183,ord_186275,cust_84405,debit_card,pending,602.18,USD,2026-04-16 23:01:11,00,1.56,merch_8869,RU,92
txn_000184,ord_493577,cust_21583,debit_card,refunded,755.89,USD,2026-04-08 17:50:02,05,3.18,merch_7920,LT,84
txn_000185,ord_925277,cust_39291,apple_pay,pending,980.51,USD,2026-03-26 23:46:04,61,3.84,merch_1743,SV,12
txn_000186,ord_420818,cust_79750,apple_pay,completed,1608.77,USD,2026-04-02 22:49:13,61,7.19,merch_9089,CR,21
txn_000187,ord_855439,cust_39136,google_pay,refunded,611.47,USD,2026-04-17 06:48:24,51,1.48,merch_5601,SV,45
txn_000188,ord_488711,cust_32367,google_pay,completed,1421.57,USD,2026-03-27 14:49:18,85,5.96,merch_5619,GN,99
txn_000189,ord_936204,cust_24342,debit_card,completed,1737.53,USD,2026-04-13 21:44:27,85,8.32,merch_2684,AR,44
txn_000190,ord_483796,cust_16821,debit_card,pending,1977.0,USD,2026-04-11 15:20:24,00,7.45,merch_6897,FI,85
txn_000191,ord_841443,cust_67160,paypal,pending,567.38,USD,2026-04-15 09:57:55,85,1.86,merch_1043,DZ,52
txn_000192,ord_816245,cust_69497,google_pay,pending,1697.33,USD,2026-04-13 09:30:41,51,8.36,merch_4649,CR,50
txn_000193,ord_822528,cust_37551,paypal,failed,1628.95,USD,2026-04-18 01:26:23,61,7.89,merch_3611,MG,19
txn_000194,ord_639337,cust_34048,apple_pay,failed,94.25,USD,2026-04-23 13:43:48,00,0.41,merch_8029,DZ,64
txn_000195,ord_712940,cust_72014,paypal,failed,1104.6,USD,2026-04-22 15:34:48,85,5.09,merch_8186,GN,24
txn_000196,ord_385507,cust_92755,debit_card,refunded,124.78,USD,2026-04-02 08:33:36,05,0.29,merch_4923,UG,61
txn_000197,ord_546340,cust_29883,apple_pay,failed,182.04,USD,2026-04-24 00:09:29,85,0.45,merch_7006,MG,69
txn_000198,ord_770546,cust_51673,google_pay,completed,1533.6,USD,2026-04-23 00:48:20,51,4.11,merch_3785,GN,46
txn_000199,ord_380041,cust_25353,apple_pay,completed,826.09,USD,2026-04-17 22:03:11,05,2.42,merch_9833,SV,25
txn_000200,ord_313890,cust_59589,paypal,completed,860.31,USD,2026-04-20 06:05:04,00,2.71,merch_5791,GN,94
txn_000201,ord_313857,cust_53443,apple_pay,failed,555.38,USD,2026-04-17 02:30:47,14,2.66,merch_9853,FI,83
txn_000202,ord_213830,cust_96784,paypal,pending,503.73,USD,2026-04-15 04:52:33,05,1.63,merch_2605,RU,44
txn_000203,ord_612758,cust_58651,paypal,pending,933.95,USD,2026-04-25 08:10:04,51,1.98,merch_8989,BB,78
txn_000204,ord_168105,cust_53026,apple_pay,failed,706.22,USD,2026-04-10 04:59:35,61,2.73,merch_1977,ER,84
txn_000205,ord_502666,cust_25136,apple_pay,pending,327.7,USD,2026-04-11 05:16:00,00,1.21,merch_8450,MG,67
txn_000206,ord_660526,cust_97062,bank_transfer,refunded,597.69,USD,2026-04-19 20:00:37,05,2.82,merch_5770,LT,27
txn_000207,ord_704838,cust_52733,google_pay,refunded,913.56,USD,2026-03-31 11:52:46,51,2.11,merch_5297,MG,98
txn_000208,ord_228485,cust_43446,bank_transfer,failed,1552.02,USD,2026-04-02 20:22:08,00,6.47,merch_3663,ST,88
txn_000209,ord_828365,cust_23312,paypal,failed,318.99,USD,2026-04-08 18:48:35,14,0.99,merch_4659,DZ,97
txn_000210,ord_661516,cust_94525,google_pay,refunded,134.85,USD,2026-04-13 02:59:22,14,0.59,merch_3661,FI,80
txn_000211,ord_736072,cust_93364,bank_transfer,refunded,1123.29,USD,2026-04-16 13:46:11,61,3.21,merch_4155,ST,30
txn_000212,ord_634993,cust_20749,paypal,pending,249.45,USD,2026-04-23 22:29:39,61,0.94,merch_8340,ST,40
txn_000213,ord_737616,cust_45526,apple_pay,failed,1737.91,USD,2026-03-26 19:00:25,00,6.26,merch_1129,SV,45
txn_000214,ord_841127,cust_70434,bank_transfer,completed,298.53,USD,2026-03-31 09:55:18,00,0.72,merch_1422,MG,61
txn_000215,ord_530246,cust_14359,paypal,refunded,1259.99,USD,2026-04-05 16:10:45,51,2.91,merch_8200,ER,26
txn_000216,ord_777089,cust_78382,apple_pay,completed,1971.63,USD,2026-04-01 04:09:24,51,7.01,merch_3591,CR,80
